RN,HN,Y_lat,X_long,Y_utm,X_utm,R_G,R_G_1085,A_Glac,A_Agr,A_Bog,A_L,A_For,A_Mount,A_U,A_LE,H_10,H_20,H_30,H_40,H_50,H_60,H_70,H_80,H_90,H_MAX,H_MIN,H_F,Y_G_Lat,X_G_Long,Y_G_UTM,X_G_UTM,C_S,R_TL_net,P_Jan,P_Feb,P_Mar,P_Apr,P_Mai,P_Jun,P_Jul,P_Aug,P_Sep,P_Oct,P_Nov,P_Dec,T_Jan,T_Feb,T_Mar,T_Apr,T_Mai,T_Jun,T_Jul,T_Aug,T_Sep,T_Oct,T_Nov,T_Dec,T_N,W_Jan,W_Feb,W_Mar,W_Apr,W_Mai,W_Jun,W_Jul,W_Aug,W_Sep,W_Oct,W_Nov,W_Dec,ID,R_L_sqrt,log_R_G_1085,Q_N_cuberoot,T_Feb_sqrd,T_Mar_cubed,W_Mai_sqrt,A,C_L,Q_N,R_L,O,R_TL,P_N,P_Med1Max,P_Med2Max,P_Med3Max,P_Med4Max,P_Med5Max,P_S,W_N,W_Med1Max,W_Med2Max,W_Med3Max,W_Med4Max,W_Med5Max,Q_N_SN,A_P,D,D_net,M_200_h,M_200_d,M_200_d_SN
208,2,69.9002151,21.3768101,7767523,744188,22.95582154,24.11294425,0.660666591,0.349612534,0.859101682,4.456325471,21.30567468,66.3925253,0.007523605,2.164039686,129,282,407,493,548,613,689,801,967,1335,8,1327,69.80698397,21.52671899,7757787.056,750921.3269,16.70287076,279958.7203,47.609631,43.07026723,35.86660277,28.48141243,27.15720087,36.2372394,56.38512723,57.81458,51.8100125,65.8594272,52.0873669,54.05151403,-11.95496757,-11.43927349,-9.583778603,-5.229192551,0.612710337,6.274293899,9.696619054,8.494856348,4.058397367,-1.130721078,-6.853552173,-10.71836861,-2.314414756,5.177226667,5.691986667,5.57152,38.10246667,193.99198,101.5076133,60.80521333,61.43306,50.02528,47.14556667,13.92324,8.188793333,208-2,5.97668691595285,3.22338342037781,3.12883263107458,130.856977979017,-880.258682140198,13.928100372987,265.830000072486,27.65682093576,30.6300000047573,35.720786491322,104438.132335703,329659.083782066,556.430381354809,20.6692745020642,29.3772900037424,33.9524814960254,41.3354964898755,46.8952289906776,59.6279771977692,591.563946724865,106.42098330744,93.7169223195124,48.5598992501842,68.364468138705,104.054823990557,851.462581567199,2.54533466659101,1240.11242027293,1053.14945748954,23.9999999916493,85.9999999781983,53.0000000237376
2,614,61.8585663,9.4047537,6871105,205839,3.537284653,2.527206783,0.2728111,3.382857642,1.855115481,1.418617721,22.09769911,67.54802839,0.05456222,0.026480438,675,900,1027,1108,1186,1264,1340,1431,1545,2207,319,1888,62.10746934,8.88069921,6900345.737,180215.109,10.59135134,1878501.554,33.7320395,24.48086137,25.70497507,15.77491143,23.37599707,45.36161323,59.44927593,50.08272397,43.6850065,43.7048882,36.1865502,39.40217867,-10.31305188,-9.793795397,-7.616715122,-4.078428206,2.222659978,6.775699573,8.204406081,7.548885112,3.19928284,-0.423561215,-5.948760927,-8.615665572,-1.569920395,1.41731,2.215968333,4.452505,34.34644167,161.126095,98.269675,68.71887,56.01388167,44.87051,34.41319833,6.793366667,2.8085,2-614,9.10120308111317,1.26050627811486,2.60216781769719,95.9184282782984,-441.878771223206,12.6935454070169,1832.98000053993,72.8402434419276,17.6200000086684,82.8318975236639,354267.905114356,2008675.70567842,440.941021320153,17.9143404936844,25.1694855015828,29.1850849968906,32.4966344958577,35.2807340031459,54.3661078911749,515.446321482349,78.9097341895131,69.7084362480825,36.7822906496879,51.892367359881,78.6878638672195,796.405010813215,5.17399393729746,1095.85249215452,1024.83472533935,15.9999999961635,58.0000000263077,54.9999999872141
42,2,59.8174362,5.844408,6666583,-12402,56.69,61.79,0,0,1.41,2.79,42.56,50.39,0,0.343063183,205,282,348,435,526,652,747,841,924,1152,88,1064,59.84184816,5.891438861,6669014.581,-9482.262798,19.96415897,54839.52589,218.7689583,163.1723958,196.7661458,107.7282292,111.4383333,145.4353125,156.8741667,194.5583333,293.7685417,293.1638542,280.54,266.3185417,-3.042217742,-3.345816913,-1.884818548,0.854194444,5.880013441,9.700791667,10.93475806,10.79369624,7.684326389,4.831686828,0.683541667,-1.904899194,3.432104695,142.0224333,100.6847667,135.9088333,170.0223667,303.2611,282.0264,208.8570667,214.3936333,310.7363667,305.2057333,243.8131667,194.2060333,42-2,3.82099463545441,4.13979582512602,4.75631661985947,11.1944908153169,-6.69589509183583,17.4143934720679,31.9000000066735,8.23000000255971,107.600000029301,14.6000000041714,31350.6816798967,66454.9829971294,2428.53281220535,68.1687500207972,99.1703124655233,123.424999982112,148.664062443152,162.948437433734,59.8450675455735,2611.13789917,88.2037751278649,78.0194981708485,40.7841406384112,57.6919616509136,87.3382841302005,3333.50083318138,1.01752173572669,2083.22830668423,1719.10739378343,29.0000000003923,298.999999883185,165.999999940814
2,451,61.4127464,11.7433701,6813101,326203,5.86,6.02,0,0.2,16.64,1.09,53.22,18.6,0,0.035746221,578,617,664,702,733,767,799,842,903,1201,457,744,61.5624,11.66834694,6829975.949,322993.5028,5.386638815,547040.1446,38.15628057,29.96445407,32.1581663,32.2330441,54.37271693,73.61307337,88.21227883,79.12867127,77.25796583,71.62771333,53.20789893,44.80614687,-11.80692769,-10.98062646,-7.411443827,-2.144849552,4.779662819,10.03373472,11.24091866,9.815170173,5.079161354,0.696796238,-5.73900939,-9.837414577,-0.522902294,0.579,0.945666667,5.005243333,66.43542333,242.2291633,79.98894667,94.20195,84.23715333,81.00273,61.91068,13.48576,0.58817,2-451,6.90579466717696,1.94876321803772,2.67493958576808,120.574157454052,-407.106900736373,15.5637130306364,447.66000012916,36.7143351009109,19.1399999995252,47.6899999852098,122808.45326637,570542.316533151,674.738410662277,28.0920935100867,36.0379729965701,42.560356014468,51.6153675043638,54.8469934949412,54.3911670350977,730.609887012819,65.2568467022053,57.6099680988002,30.659146178606,42.7335714091543,65.6385551992961,564.905783853605,3.64518881785643,1274.49921514253,1221.99916203634,25.000000003295,97.0000000481718,66.9999999738053
162,3,67.0839844,14.9814739,7440743,499195,14.62,15.6,0,1.04,6.03,6.16,44.13,35.27,0.04,0.762415072,287,373,431,475,520,556,576,600,630,831,162,669,67.0128447,15.03776102,7432810.36,501643.1665,9.182720917,309819.5383,106.4025333,88.9114892,77.43608913,54.00264447,45.2084001,51.5440225,84.4607555,79.52311143,122.583622,148.3859112,106.169578,123.9890225,-8.216731914,-7.590414653,-5.905116838,-2.301700012,3.046627233,7.704859999,10.11008242,9.388683147,5.184151109,1.189804319,-3.939723689,-6.82512833,0.153782733,21.39455,15.60257,11.39750333,61.21098333,344.99755,190.82881,96.67554667,87.06816,122.93664,128.8528733,50.20057333,32.86559333,162-3,5.45710545915877,2.8094026953625,3.30314973253898,57.6143946044771,-205.91381494826,18.5741096691066,145.390000008239,18.3214240277961,36.0400000093655,29.7799999923804,71427.8594071906,377391.032359225,1088.61717933204,40.4533329946513,59.1960004712237,72.0056669818509,86.6486660195145,97.057000506334,68.6344832007375,1164.03135358709,98.4846424688144,87.1428119059622,44.060785007526,63.3486940679619,96.9683023303842,1636.2829098605,2.03548029042852,2595.71518555799,2130.95493814029,16.9999999990443,179.000000028505,124.000000048975
153,1,66.0934219,13.1163778,7331603,414832,39.26,39.63,0,0,0.33,12.8,9.63,64.41,0,8.09,73,194,319,462,516,581,656,734,734,991,51,940,66.1168696,13.25327853,7334033.32,421090.0428,18.51799902,44000.39013,170.1144205,133.1831158,136.7236958,98.83340577,78.61275353,87.71905807,121.4606525,131.7735507,200.4143481,230.3007971,169.0095652,191.060435,-6.758894337,-6.266608123,-4.675619465,-1.534954123,3.449684441,7.705321252,9.859389905,9.515949033,5.603246384,2.083669926,-2.593956528,-5.23036466,0.929738642,45.19276667,36.63746667,45.6966,115.7847,359.4197333,343.9580667,194.3503333,143.2500667,205.4895667,211.7075,95.6382,75.32903333,153-1,3.88715834456213,3.70450670999964,4.5928053879487,39.2703773672496,-102.215668641369,18.9583684239968,48.0000000044212,13.7000000022731,96.8799999762802,15.109999995699,38062.1055050805,65756.5174603692,1749.2057976652,54.6467389884753,76.9054345218778,94.4445655083086,107.361956951934,122.964131497086,62.8887509191846,1872.45403370135,95.4895302894632,82.6549753270749,41.4811526057856,58.2219905573446,89.4539282870544,2696.46898293945,1.26109681575213,1369.92744833477,916.67479387623,21.0000000058081,149.000000008127,101.999999971004
35,9,59.4142609,6.6224632,6616138,25306,45.76,39.89,0,0,0,8.896797153,8.896797153,71.17437722,0,6.518378317,707,745,788,827,870,907,970,1037,1098,1343,646,697,59.43479469,6.661120132,6618209.282,27774.28923,16.87663109,40553.89586,187.3801667,129.3201667,147.249,80.793,86.5605,108.975,119.1621667,147.8485,225.526,241.4313333,231.4886667,226.8786667,-5.899322581,-6.052565476,-4.588225806,-1.519138889,3.696795699,7.981377778,9.446688172,9.154080645,5.766444444,2.583978495,-1.936027778,-4.741317204,1.157730625,25.89666667,17.97333333,22,91.15833333,465.595,415.2416667,226.7333333,174.5916667,240.9933333,238.1616667,127.89,72.37,35-9,3.32716095238772,3.71088553437655,4.42117888681026,36.6335488412671,-96.5904856492961,21.5776504745072,22.4999999952666,5.89398190358821,86.4200000428827,11.0700000030936,28347.6952626182,61726.5052310322,1932.61316575632,63.0899999758544,86.4025000365845,113.492499949726,132.7224999531,149.547499982187,61.4041035511202,2118.60499955785,114.408048100493,102.342913622698,52.0341004220221,75.7314188053189,115.012453982533,4895.32883284279,0.793715317673075,2743.40022758066,1802.39537123,30.9999999849605,245.000000111542,132.999999970507
19,104,59.2998543,7.9851022,6594486,100967,14.72,18.61,0,0.12,8.44,3.72,72.21,12.27,0,1.227237435,633,690,736,759,777,800,829,861,903,1175,555,620,59.31523939,7.891919571,6596790.195,95889.93772,10.57548342,94190.17681,74.1958208,50.73363187,55.16388047,42.11582113,72.1561196,73.65432847,84.38099467,100.8246766,108.0647265,120.8135822,96.43950217,72.6931839,-7.083651094,-7.285887992,-5.021656247,-1.123638487,4.641033555,9.706112784,11.1889504,10.16166747,6.261810946,2.599306689,-2.355679928,-5.524315515,1.347004382,6.905,9.107166667,10.27683333,87.8395,349.5726667,103.7856667,92.915,109.1856667,118.528,122.149,41.61466667,21.62933333,19-104,3.96106046457282,2.97603964020826,3.01620856618772,53.0841638319698,-126.631263577141,18.6968624827804,65.5200000298238,11.9099999956265,27.4400000039051,15.6900000040019,42433.5155476608,112100.253451632,951.236268638037,38.4537314862634,49.7358214994558,57.5141790167358,67.1417914834667,73.907463023901,61.7651061748195,1073.50849966438,122.677085372998,106.612502063461,55.0625008977171,77.9458346578736,121.604168089934,1105.26751093902,1.54406249527836,1710.93182503671,1437.57901051849,30.0000000101353,95.0000000379486,78.9999999631053
12,178,60.1517601,9.4343882,6681335,191232,22.58351054,22.86165469,0,1.597562548,6.980469758,3.232605752,62.43954733,20.46060904,0.055817965,0.592056025,394,561,689,777,847,909,961,1008,1072,1463,170,1293,60.25587858,9.28697887,6693666.025,184230.6706,12.51714428,463309.1096,46.54740393,34.23314147,41.07451923,36.1128423,60.8644551,74.21147447,88.42503213,88.6453312,87.0452136,88.61624987,68.71994657,47.78295917,-9.063623505,-8.464994238,-5.605901919,-1.035154216,5.268185146,10.4323743,11.73458815,10.46248104,5.93458156,1.731255166,-4.110548773,-7.413389157,0.822487797,3.27688,3.768466667,10.53930667,98.71033333,253.9357067,95.94542,101.92318,100.1015667,96.02826,79.82586667,20.45777333,7.571486667,12-178,6.09516201680275,3.17227276422326,2.74881491647386,71.6561274493732,-176.171837933584,15.935360262636,310.570000062345,29.8835309410237,20.7700000023258,37.151000011075,119571.336451687,532535.861586263,762.278569003457,27.3543270064593,42.4307695083679,50.6314105217384,55.6016025120301,65.745353016169,66.1033179821826,872.084246324743,56.3584626311705,50.7646161290509,27.6579490528364,38.6923083253834,59.0220520716704,975.381613614131,2.5973616296884,1714.70478198808,1491.80252335041,23.0000000016296,102.999999976348,67.9999999880247
234,13,69.4263916,24.9383373,7733535,888291,3.513550039,1.67711219,0,0,10.63021289,10.48591136,31.74633715,37.47029793,0,0.864017509,349,377,390,400,414,427,440,457,485,1020,178,842,69.50433453,24.35262439,7738292.143,864556.9398,2.903105572,1726426.034,22.7624169,17.47947263,18.05003057,16.60473107,21.9843091,40.28981947,65.05530593,59.64159877,42.55731497,36.72858033,27.77551347,21.4531687,-15.99233318,-15.37567857,-12.25338237,-6.07961001,1.187678357,8.071806001,11.25278754,8.941130142,3.533989091,-2.768769746,-9.482899584,-14.47221132,-3.619791138,0.059423333,0.092677333,0.070976,17.560326,150.5326113,56.58863467,69.35332267,63.67907067,43.873786,22.22277867,2.730302,0.02789,234-13,10.9202841768586,0.984738672513258,2.12310095588839,236.411491487957,-1839.78874616876,12.2691732117531,2078.98000041139,50.9400617621737,9.56999999555126,119.252606503348,268219.24945043,2477905.63665445,390.382261978179,21.0906565104795,27.3604935034917,32.9398655145062,36.5624575146894,39.7642064810747,60.9496785549799,426.791798507503,66.155626061177,60.2162508765026,31.5281254850726,44.0068758927894,67.8881259690185,247.37061187291,7.75104695337976,1191.88527120027,830.419740992034,25.9999999994415,62.9999999753335,60.999999989428
63,12,60.7971611,6.0546231,6773401,14141,68.51,70.94,0,0.7,0.39,4.52,5.69,86.05,0,0.886602292,690,783,848,884,913,949,982,1023,1070,1205,403,802,60.82233546,6.094332236,6775876.736,16665.08286,18.10593111,18566.01141,228.2330767,157.3341028,183.9900001,95.89487193,94.20076943,125.7058974,136.9782052,168.5200005,293.2071793,297.9479486,261.5228206,261.1702563,-6.199619517,-6.472418505,-5.016658395,-2.420299147,3.004036381,7.056931626,8.633523559,8.446344101,4.963350411,1.939371387,-2.577017106,-5.012216711,0.52877734,37.5295,19.99226667,20.52823333,48.91923333,414.1024667,546.1082333,350.9041,228.4214333,301.0804,275.5533667,118.1218333,62.65433333,63-12,2.92061637402696,4.27583243826748,4.56274252807109,41.8922013038664,-126.2535467796,20.3495077753738,12.8300000047786,7.23743345946105,94.9900000093004,8.5300000042344,20032.5761706766,25480.712183951,2304.70512999954,63.5500000231663,98.6730764928093,127.769231516456,153.365384451036,167.17692353664,66.103256638332,2423.91540099368,111.493981738056,99.5692323780017,48.7839473013125,69.6799346022675,107.612376462635,3953.42307943214,0.64045681871851,1986.02588846297,1447.07805237127,23.0000000016296,222.000000028354,126.999999941759
88,30,61.7980194,6.8283739,6878771,69973,59.14526696,18.77910511,36.69360837,1.487578718,0,3.966876581,17.85094461,35.20602965,0,3.358357501,166,525,856,1100,1299,1439,1555,1640,1735,1953,33,1920,61.71060565,6.856063125,6868904.74,70177.90183,22.27733019,144761.5085,129.7122438,93.4633332,107.8751059,54.12125217,51.73899203,73.43897563,90.86567427,102.2003576,176.0812676,172.1676914,150.8593493,161.8009753,-7.815674265,-7.727338283,-6.197464461,-3.633985911,1.869146065,5.851670996,7.483911881,7.196305788,3.288487821,0.30190403,-4.227590779,-6.429731967,-0.83669659,22.90074333,16.49400667,25.07556667,42.92586333,166.8436567,314.6545933,291.0150333,193.2790833,151.1332967,108.5777433,43.39062667,30.58169333,88-30,4.73669546123079,2.98462608300731,4.22558084021215,59.7117569399174,-238.035721204838,12.9167974629937,203.100000084015,20.4603345744051,75.4499999838644,22.4362838924444,75179.2033128774,173816.094309966,1364.32521854252,40.9034145134273,60.7200004804546,81.8817079696753,95.5780479752552,105.42756094851,56.3747839814011,1406.87190676221,130.814288192121,120.157144790101,63.0892870628825,87.9928586077033,135.376788001331,2056.51805065738,2.70154499574291,855.815337799833,712.759766315105,14.9999999984668,166.999999930402,89.0000000238396
26,64,58.3713531,6.2503462,6503373,-10919,15.72,3.41,0,1.19,2.27,7.02,37.88,47.58,0,1.40099011,140,161,176,189,205,221,237,253,266,311,107,204,58.38939405,6.232710914,6505491.641,-11686.64277,13.01468601,10729.45315,166.2024242,119.2693938,134.2142426,83.58363657,97.71424263,96.43060607,114.7960605,151.497879,202.6412123,232.578485,222.389394,189.6803032,-0.699061592,-1.051669673,0.679384169,3.662353517,8.434232648,11.91173737,13.1506354,13.0854252,10.36158583,7.38447703,3.520969689,0.806832826,5.937241868,160.9309,122.3694333,161.5811667,115.7263667,107.5341,104.1477333,122.9774,161.8518333,215.7616667,247.6148,231.8631333,188.0872,26-64,2.34307490333265,1.48387468945875,3.57784750380956,1.10600910110793,0.313578492668801,10.3698649942996,10.1099999996726,4.6299999995456,45.7999999944976,5.4900000026273,18032.0078208487,17487.7859059339,1810.99787953138,58.0363635007194,76.7454545032425,89.6454550349265,108.727272976018,122.490909001713,65.8315816189953,1940.44573310652,72.3846168233434,61.35128307769,32.1000005413354,41.6948727245828,69.0371806866083,1900.37454751887,0.560669676959877,1729.75132606332,1061.27132961422,34.9999999828705,126.000000006114,110.000000022834
73,27,61.1707802,8.1015549,6801391,129378,35.11258116,22.6844167,0.43,0,0.56,9.14,0.13,89.48,0,3.781765064,1240,1264,1296,1325,1349,1392,1426,1467,1521,1808,1006,802,61.13165906,8.156482778,6796771.224,131834.903,8.818904705,45315.23966,62.14011087,40.97655553,45.7298889,28.07966647,37.59988873,58.53400013,78.11555537,75.2961106,79.09444437,82.9316665,69.3116665,66.47788867,-10.67841217,-10.53592898,-9.024458786,-5.659688894,0.190885302,5.01322964,6.719508966,6.154111111,1.963811116,-1.565741928,-6.577862971,-9.098673842,-2.758268454,0.007666667,0.005433333,0.272333333,4.134233333,188.5417667,302.2773333,113.7971,81.32996667,70.50096667,43.44403333,3.166866667,0.0011,73-27,3.71654581847178,3.16481730867115,3.22333207044095,111.005799471604,-734.959651899774,13.7310511869995,30.3200000068471,11.0086773519844,33.4900000064933,13.8127128208001,33987.7654794139,66408.3253910406,724.287442773966,21.2233330073254,33.0550000070889,38.3700004888775,45.3133330047943,53.0883324907587,65.5916277471804,807.478800095118,89.0819166312317,79.7079798203013,38.2226071587395,53.7446819151882,83.1007996035644,1526.68710972495,0.892085708728139,2190.24819841833,1494.56595116364,15.9999999961635,98.9999999866756,59.0000000055625
16,75,59.673172,8.0673876,6635419,109976,14.77,12.79,0,1.56,19.48,6.69,53.16,16.4,0.12,4.59,737,794,835,871,905,923,955,1012,1072,1287,697,590,59.72086961,8.13492365,6640363.65,114043.6594,9.145325658,182688.3784,69.16008607,52.40594827,58.71560317,40.9070114,64.4391092,77.76295933,85.28137957,95.77511447,98.52336197,104.7989942,83.0069248,70.57761467,-8.167198752,-8.206691915,-6.201230999,-2.196140802,3.751801087,8.969291184,10.48987579,9.507209882,5.46014464,1.810530229,-3.317723158,-6.56515108,0.444559676,3.80252,3.25892,4.660966667,53.14362,366.7175867,138.9371933,92.6842,104.2501733,106.0617467,98.33258,25.93730667,10.34063333,16-75,4.48553229788187,2.62394369180521,2.83435564793228,67.3497921877264,-238.469986992214,19.149871714975,117.869999971891,14.6100000034683,22.7699999982775,20.1199999953414,68089.5466258096,217534.346067944,901.35410705746,32.6362069923144,45.6831900212555,53.8129304916079,61.8387925066853,67.7801724881933,64.2423781035589,1008.12744684385,111.523531781442,99.317647868051,49.2852948179656,68.3088242075933,107.688236877054,1098.02999988954,1.73110272371394,1845.54463308973,1549.91412941312,25.9999999994415,84.0000000131616,69.9999999965449
148,2,65.3655319,12.5380487,7251430,385514,3.075065752,1.619603151,0,1.37,2.15,9.52,59.91,17.4,0,4.018579748,37,56,92,121,158,208,265,329,410,783,15,768,65.31757489,12.61308071,7246018.368,388776.1042,13.92891895,102660.6525,163.6117758,126.9851402,131.5678505,114.5169158,78.27900307,91.04822447,125.274548,147.9109036,212.1447039,227.5878194,167.6961374,179.4250469,-5.618795081,-5.14556774,-3.137594203,0.521919002,5.789626157,10.14935412,11.93359262,11.25711587,7.348453796,3.880206002,-1.313199376,-4.239280492,2.618819222,96.79931333,77.78171333,107.0124333,235.7555067,243.3845,114.15318,134.6498067,159.0318933,223.2540533,230.8608,142.96438,117.5202333,148-2,4.62649115086977,0.963022837216436,3.87709564022219,26.4768673669287,-30.8880379194057,15.6007852366475,108.469999994346,14.1349576071412,58.2799999809422,21.4044203690763,61564.1210903602,142927.025814416,1766.04806911873,60.2532709786991,84.818691996926,102.914486474886,118.496729021486,130.435047036647,62.552593131997,1883.16781355094,102.985906214682,91.6158710124856,45.2200514671803,64.1860322611954,98.9992733293425,1223.8061997517,1.76190284333106,1317.66410956756,946.442818315216,23.0000000016296,142.000000056621,128.000000010289
91,2,62.1624298,5.1664901,6931180,-10883,20.69714603,7.256948166,0,1.32,3.03,10.19,3.65,66.52,0.04,4.72295525,60,105,160,204,252,313,358,403,455,527,47,480,62.14780676,5.217753032,6929167.677,-8582.55442,15.060145,23918.24768,184.6032098,137.9486421,154.4161727,111.4287652,92.3758022,109.9727161,143.8116049,175.3288886,282.326173,266.5761729,260.0429628,229.9870375,-0.31487854,-0.407766062,0.987881323,2.734633739,7.175503781,10.03608231,11.562043,11.70475508,9.037921803,6.842465165,2.832625528,0.867260052,5.254877265,165.4671667,128.8516,166.028,186.7324333,171.2077333,126.1691333,155.5323667,189.9358,298.943,284.6643667,245.315,210.3013667,91-2,2.84327388458761,2.11105504783293,3.99415813892941,0.166273161318988,0.964082776219523,13.0846373010489,25.7199999904986,7.53909603820202,63.7199999973335,8.08420638277794,23586.2909433615,33530.1492269291,2148.81814718906,57.4111109987622,78.8111109635908,96.3333334831969,115.338889028871,132.631481550859,56.3301950763877,2329.14796633948,82.2052113934841,70.9817039508338,34.4740794374197,47.1640417064632,76.2778922043086,2607.56333466279,1.09046394685626,1303.66054454843,929.94742193933,18.000000001869,142.000000056621,144.999999939017
103,1,62.2804947,8.1177969,6924423,143336,21.69401092,14.42766564,3.1,0.2,1,3.92,10.5,80.1,0,0.171320957,895,1068,1169,1234,1301,1359,1421,1496,1592,1990,489,1501,62.22986215,7.927705266,6919880.171,132895.8972,14.56154774,354014.7442,73.17447797,55.04081003,62.8942757,38.83841097,29.19174437,41.08570087,62.0098288,60.98310757,85.31621497,83.078037,79.79566233,91.8800699,-9.505485113,-9.237774428,-7.578358723,-4.853475077,1.042342725,5.202840082,6.769505572,6.521696065,2.455178343,-0.661991013,-5.615664326,-8.064667122,-1.960487751,1.549516667,3.15986,3.04908,15.51271,236.7809,303.0693467,153.03416,82.23643,81.74607,61.88213,9.8101,2.797946667,103-1,5.58894304397853,2.73616236782698,3.2469003983284,85.3364763826107,-435.236667648899,15.3876866357487,435.509999938398,25.3659795640111,34.2300000156741,31.2362843488361,124110.844183755,422732.639383335,763.288340830829,29.3190425118535,42.9299064884102,49.4655379953861,57.4960279910064,62.4273359768533,59.2774195984842,954.628250304573,185.33684495465,166.968423883961,89.8631600146298,117.305267280107,190.510531023105,2111.37457350122,3.50904068498168,970.661156548861,812.873973998507,14.0000000053864,137.999999978306,78.0000000242119
74,18,61.2333527,7.5511742,6811580,100689,64.07,61.65,0,0.45,0.62,2.5,27.48,61.16,0,0.150222004,693,838,941,1001,1054,1109,1160,1224,1280,1449,401,1048,61.28158354,7.57046732,6816908.56,102456.2483,13.4702775,75260.85721,83.77882703,52.72253107,63.3175311,29.62253107,35.59740747,54.70932113,70.87765463,76.4017287,106.0014198,108.4650003,92.52901257,97.54117307,-8.624237347,-8.502385445,-6.737632413,-3.273160499,2.580011957,7.120882719,8.738317403,8.154239356,4.018224284,0.465591391,-4.615870364,-7.126590994,-0.650217496,5.9818,4.519766667,7.4442,36.13533333,279.9258333,228.0080333,99.3386,84.62,107.097,90.32963333,27.06876667,10.85056667,74-18,3.72021504719512,4.13756368134208,3.47933399828116,72.2905582553479,-305.859475943692,16.7309842298653,53.1299999754087,10.9462910829482,42.1199999888056,13.839999997377,38157.1485790839,86202.3889237186,871.564137822781,27.4768520068322,41.7814814979206,56.258332981166,61.2611109966467,68.8583329946097,65.0352085990757,981.319533743742,77.3230782988168,67.5684874919334,34.8389585091542,49.7567007013808,76.684616721449,1690.02024646135,1.3923996463929,1622.48049672902,1416.5416382462,14.9999999984668,111.999999966949,67.9999999880247
86,12,61.8156395,5.9355502,6886968,23471,96.31625955,87.51868898,16.90617075,0,0,3.751056636,12.67962806,59.17159763,0,1.097652707,417,620,781,915,1042,1117,1170,1229,1328,1465,291,1174,61.80013743,5.907641319,6885492.943,21765.3107,23.90918599,43584.25013,200.6816666,149.7466669,166.6034613,90.8446154,74.8629489,94.71884663,111.2405128,136.3196152,253.9997439,253.7546154,239.5700001,248.7544874,-6.239234903,-6.252828577,-4.73441276,-2.56596155,2.787568256,6.388068368,8.074574028,7.964747716,4.339995731,1.646960296,-2.798341878,-4.904565758,0.308880747,49.80626667,27.40896667,38.20833333,64.92996667,296.2262667,443.8976667,344.7806,235.8725,237.5500667,205.8038667,96.91393333,61.57393333,86-12,2.41556291611035,4.48321370463485,4.91868473427587,39.0978652133478,-106.120272114616,17.2112250203174,23.6600000106413,6.81340989064293,118.999999986728,5.83494420168753,26494.0370586619,52008.4118069914,2021.09718130572,53.5249999745357,80.6788460352733,101.240384542959,120.265384447987,135.346153940882,59.297541532045,2102.97236738676,70.8166681614145,62.3333346307096,33.1083337626639,45.9083353675008,75.0583337084976,2996.32846158308,0.893031134189064,2198.15772322873,1842.10693707029,18.000000001869,167.999999932253,103.999999985297
2,463,60.9584541,10.5620947,6766299,259786,17.51,18.02,0,3.128258603,16.16266945,1.564129301,74.55683003,0.521376434,0,0.041948222,465,561,630,659,686,715,740,789,853,1066,188,878,61.01888234,10.29649958,6774062.902,245939.5373,6.116124164,304080.9886,48.79364727,38.08321087,44.4063,39.22095987,60.13614303,79.51750423,90.1281849,92.619372,90.09181527,94.0903144,72.68064573,53.97459013,-9.780603492,-9.09219481,-5.872149973,-0.897023272,5.689138655,10.77909366,12.00064291,10.63156786,5.906042468,1.518281263,-4.412737641,-7.947459318,0.710216525,1.37658,2.810353333,9.05942,102.0898867,267.8947533,89.88816667,96.10484667,99.08137333,93.57030667,80.91048,19.7517,2.958586667,2-463,6.35059052408725,2.94549105711724,2.71803202530738,82.6680064629909,-202.48432862411,16.367490745377,191.799999913817,32.3290744784996,20.0800000035436,40.3300000046268,93912.2035490001,322023.334727923,803.742687875978,30.4623034885291,42.5175389934791,48.6581144928987,56.5138744786609,62.7706804725794,52.2204405156273,865.49645352039,75.642858202905,66.9000008607232,35.4523816472249,48.4928580791406,77.6666684609538,749.906699406048,2.04233309014167,1678.95377427816,1585.40661366359,20.0000000089202,89.0000000238396,78.0000000242119
19,80,58.7498093,8.5155888,6530359,125128,31.5,11.9,0,1.22,4.37,1.79,91.4,0,0,0.238944702,187,208,225,241,263,283,304,325,356,429,148,281,58.77137006,8.552826982,6532552.711,127502.4963,9.952098242,15318.09628,90.0938099,64.1135716,67.42476167,55.334286,80.84190507,72.25166647,96.54714293,108.9604764,130.0140478,145.3966668,127.7685715,85.04928583,-4.430983105,-4.820117309,-1.580253448,2.653396817,8.593940096,13.51112697,14.97374038,13.66095237,9.484642838,5.520107539,0.757317458,-2.577826415,4.645503683,37.2669,34.71846667,59.97013333,184.0035,134.0587333,78.0771,106.6188,116.9645333,138.4854,153.0541333,118.7361667,51.92363333,19-80,2.66645832544112,2.55722731136763,3.01107021081596,23.2335308725214,-3.94621042725599,11.578373517036,14.4899999951808,5.99999999863167,27.2999999947881,7.11000000131429,22277.8593504044,17705.8639800028,1123.79619181001,52.5785715100997,75.5999999859772,86.8178574936373,100.257143048253,109.557142450083,55.8880775131063,1213.87749947496,76.9527795392271,67.0388900162557,34.3722229907584,48.6638895806136,75.0750009857802,704.808808911884,0.650421557701708,1221.9367830153,1057.14950221897,38.9999999949438,120.000000026155,128.999999953344
